"token","lemma","beginIndex","endIndex","previousWord","nextWord"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98077_98079","за","98077","98079","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98072_98076","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98080_98085"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98080_98085","свој","98080","98085","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98077_98079","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98086_98091"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98086_98091","браћа","98086","98091","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98080_98085","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98092_98093"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98092_98093","у","98092","98093","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98086_98091","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98094_98098"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98094_98098","бој","98094","98098","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98092_98093","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98098_98099"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98100_98101","и","98100","98101","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98098_98099","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98102_98108"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98102_98108","желити","98102","98108","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98100_98101","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98109_98111"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98109_98111","да","98109","98111","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98102_98108","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98112_98116"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98112_98116","доћи","98112","98116","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98109_98111","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98117_98122"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9812_9816","рећи","9812","9816","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9810_9811","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9817_9819"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98117_98122","згода","98117","98122","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98112_98116","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98123_98124"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98123_98124","и","98123","98124","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98117_98122","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98125_98129"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98125_98129","она","98125","98129","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98123_98124","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98130_98138"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98130_98138","показати","98130","98138","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98125_98129","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98139_98141"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9817_9819","он","9817","9819","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9812_9816","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9820_9824"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98139_98141","се","98139","98141","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98130_98138","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98141_98142"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98143_98144","и","98143","98144","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98141_98142","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98145_98146"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98147_98153","умрети","98147","98153","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98145_98146","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98154_98156"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98154_98156","за","98154","98156","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98147_98153","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98157_98162"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98165_98171","Младен","98165","98171",,"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98172_98174"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98172_98174","јесам","98172","98174","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98165_98171","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98175_98178"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98175_98178","бити","98175","98178","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98172_98174","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98179_98183"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98179_98183","међу","98179","98183","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98175_98178","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98184_98190"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9820_9824","овај","9820","9824","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9817_9819","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9825_9837"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98199_98204","одмах","98199","98204","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98196_98198","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98205_98211"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98205_98211","заићи","98205","98211","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98199_98204","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98212_98214"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98212_98214","по","98212","98214","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98205_98211","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98215_98221"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9825_9837","наговарати","9825","9837","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9820_9824","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9838_9840"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98215_98221","народ","98215","98221","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98212_98214","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98222_98223"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98222_98223","и","98222","98223","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98215_98221","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98224_98231"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98224_98231","позивати","98224","98231","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98222_98223","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98232_98236"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98232_98236","људи","98232","98236","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98224_98231","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98237_98239"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98237_98239","да","98237","98239","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98232_98236","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98240_98246"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98240_98246","оставити","98240","98246","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98237_98239","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98247_98252"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98247_98252","свој","98247","98252","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98240_98246","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98253_98260"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98253_98260","посао","98253","98260","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98247_98252","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98261_98262"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98261_98262","и","98261","98262","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98253_98260","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98263_98268"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9838_9840","он","9838","9840","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9825_9837","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_9841_9842"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98263_98268","свој","98263","98268","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98261_98262","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98269_98273"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98269_98273","кућа","98269","98273","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98263_98268","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98274_98276"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98274_98276","па","98274","98276","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98269_98273","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98277_98279"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98277_98279","да","98277","98279","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98274_98276","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98280_98282"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98280_98282","се","98280","98282","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98277_98279","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98283_98287"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98283_98287","латити","98283","98287","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98280_98282","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98288_98294"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98308_98312","он","98308","98312","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98299_98307","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98313_98318"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98313_98318","одмах","98313","98318","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98308_98312","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98319_98328"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98319_98328","послушати","98319","98328","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98313_98318","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98329_98331"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98329_98331","па","98329","98331","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98319_98328","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98332_98334"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98332_98334","се","98332","98334","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98329_98331","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98335_98341"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98335_98341","купити","98335","98341","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98332_98334","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98342_98350"
"http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98342_98350","гомила","98342","98350","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98335_98341","http://llod.jerteh.rs/ELTEC/srp/NIF2/SRP18520.txt#offset_98351_98354"
