token,offset_index,anchor,eltec_id,oliacat,oliacatLabel,lexeme,lemma
https://serbian.wikibase.cloud/entity/Q256,101482,Али,SRP18520.txt#offset_101479_101482,https://serbian.wikibase.cloud/entity/Q24,Coordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q257,101489,колико,SRP18520.txt#offset_101483_101489,https://serbian.wikibase.cloud/entity/Q28,Adverb,,
https://serbian.wikibase.cloud/entity/Q258,101617,!,SRP18520.txt#offset_101616_101617,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q259,101616,молише,SRP18520.txt#offset_101610_101616,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q260,101623,Осим,SRP18520.txt#offset_101619_101623,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q261,101628,тога,SRP18520.txt#offset_101624_101628,https://serbian.wikibase.cloud/entity/Q26,Determiner,,
https://serbian.wikibase.cloud/entity/Q262,101699,!,SRP18520.txt#offset_101698_101699,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q263,101698,зликовци,SRP18520.txt#offset_101690_101698,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q264,101706,Многи,SRP18520.txt#offset_101701_101706,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q265,101707,",",SRP18520.txt#offset_101706_101707,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q266,101714,!,SRP18520.txt#offset_101713_101714,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q267,101713,многи,SRP18520.txt#offset_101708_101713,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q268,101718,Од,SRP18520.txt#offset_101716_101718,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q269,101723,Бога,SRP18520.txt#offset_101719_101723,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q270,101741,!,SRP18520.txt#offset_101740_101741,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q271,101740,насеље,SRP18520.txt#offset_101734_101740,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q272,101745,Од,SRP18520.txt#offset_101743_101745,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q273,101750,људи,SRP18520.txt#offset_101746_101750,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q274,101767,!,SRP18520.txt#offset_101766_101767,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q275,101766,спомен,SRP18520.txt#offset_101760_101766,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q276,101770,А,SRP18520.txt#offset_101769_101770,https://serbian.wikibase.cloud/entity/Q25,Residual,,
https://serbian.wikibase.cloud/entity/Q277,101773,од,SRP18520.txt#offset_101771_101773,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q278,101844,.,SRP18520.txt#offset_101843_101844,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q279,101843,бити,SRP18520.txt#offset_101839_101843,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q280,101847,С,SRP18520.txt#offset_101846_101847,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q281,101848,.,SRP18520.txt#offset_101847_101848,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q282,101854,.,SRP18520.txt#offset_101853_101854,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q283,101853,П,SRP18520.txt#offset_101852_101853,https://serbian.wikibase.cloud/entity/Q28,Adverb,,
https://serbian.wikibase.cloud/entity/Q284,101858,Из,SRP18520.txt#offset_101856_101858,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q285,101866,почетка,SRP18520.txt#offset_101859_101866,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q286,111,ШТАМПАРИЈИ,SRP18520.txt#offset_101_111,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q287,121,КРАЉЕВИНЕ,SRP18520.txt#offset_112_121,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q288,102045,.,SRP18520.txt#offset_102044_102045,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q289,102044,помагао,SRP18520.txt#offset_102037_102044,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q290,102050,Али,SRP18520.txt#offset_102047_102050,https://serbian.wikibase.cloud/entity/Q24,Coordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q291,102053,на,SRP18520.txt#offset_102051_102053,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q292,102147,.,SRP18520.txt#offset_102146_102147,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q293,102146,несрећа,SRP18520.txt#offset_102139_102146,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q294,102155,Чиљаше,SRP18520.txt#offset_102149_102155,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q295,102158,се,SRP18520.txt#offset_102156_102158,https://serbian.wikibase.cloud/entity/Q36,Particle,,
https://serbian.wikibase.cloud/entity/Q296,102253,.,SRP18520.txt#offset_102252_102253,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q297,102252,стаде,SRP18520.txt#offset_102247_102252,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q298,102260,Срећа,SRP18520.txt#offset_102255_102260,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q299,102264,нас,SRP18520.txt#offset_102261_102264,https://serbian.wikibase.cloud/entity/Q33,Pronoun,,
https://serbian.wikibase.cloud/entity/Q300,102280,.,SRP18520.txt#offset_102279_102280,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q301,102279,остави,SRP18520.txt#offset_102273_102279,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q302,102291,!,SRP18520.txt#offset_102290_102291,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q303,102290,Суботица,SRP18520.txt#offset_102282_102290,https://serbian.wikibase.cloud/entity/Q27,Proper Noun,,
https://serbian.wikibase.cloud/entity/Q304,102295,Ах,SRP18520.txt#offset_102293_102295,https://serbian.wikibase.cloud/entity/Q32,Interjection,,
https://serbian.wikibase.cloud/entity/Q305,102296,",",SRP18520.txt#offset_102295_102296,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q306,102327,.,SRP18520.txt#offset_102326_102327,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q307,102326,сни,SRP18520.txt#offset_102323_102326,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q308,102333,Наша,SRP18520.txt#offset_102329_102333,https://serbian.wikibase.cloud/entity/Q28,Adverb,,
https://serbian.wikibase.cloud/entity/Q319,102490,народ,SRP18520.txt#offset_102485_102490,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q320,102500,Спретна,SRP18520.txt#offset_102493_102500,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q321,102501,",",SRP18520.txt#offset_102500_102501,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q322,102557,.,SRP18520.txt#offset_102556_102557,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q323,102556,нама,SRP18520.txt#offset_102552_102556,https://serbian.wikibase.cloud/entity/Q33,Pronoun,,
https://serbian.wikibase.cloud/entity/Q324,102565,Зидови,SRP18520.txt#offset_102559_102565,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q325,102568,су,SRP18520.txt#offset_102566_102568,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q326,102624,.,SRP18520.txt#offset_102623_102624,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q327,102623,свилом,SRP18520.txt#offset_102617_102623,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q328,102633,Гредице,SRP18520.txt#offset_102626_102633,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q309,102336,је,SRP18520.txt#offset_102334_102336,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q310,102376,.,SRP18520.txt#offset_102375_102376,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q311,102375,Суботицом,SRP18520.txt#offset_102366_102375,https://serbian.wikibase.cloud/entity/Q27,Proper Noun,,
https://serbian.wikibase.cloud/entity/Q312,102380,Од,SRP18520.txt#offset_102378_102380,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q313,102385,оног,SRP18520.txt#offset_102381_102385,https://serbian.wikibase.cloud/entity/Q26,Determiner,,
https://serbian.wikibase.cloud/entity/Q314,102463,.,SRP18520.txt#offset_102462_102463,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q315,102462,јади,SRP18520.txt#offset_102458_102462,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q316,102470,Јадан,SRP18520.txt#offset_102465_102470,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q317,102471,",",SRP18520.txt#offset_102470_102471,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q318,102491,!,SRP18520.txt#offset_102490_102491,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q329,102636,су,SRP18520.txt#offset_102634_102636,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q330,102733,.,SRP18520.txt#offset_102732_102733,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q331,102732,перваз,SRP18520.txt#offset_102726_102732,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q332,102736,С,SRP18520.txt#offset_102735_102736,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q333,102742,једне,SRP18520.txt#offset_102737_102742,https://serbian.wikibase.cloud/entity/Q21,Numeral,,
https://serbian.wikibase.cloud/entity/Q334,102887,.,SRP18520.txt#offset_102886_102887,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q335,102886,соба,SRP18520.txt#offset_102882_102886,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q336,102892,Над,SRP18520.txt#offset_102889_102892,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q337,102900,обојима,SRP18520.txt#offset_102893_102900,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q338,103046,.,SRP18520.txt#offset_103045_103046,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q339,103045,зове,SRP18520.txt#offset_103041_103045,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q340,103049,С,SRP18520.txt#offset_103048_103049,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q361,103659,је,SRP18520.txt#offset_103657_103659,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q362,103796,.,SRP18520.txt#offset_103795_103796,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q363,103795,моли,SRP18520.txt#offset_103791_103795,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q364,103801,Она,SRP18520.txt#offset_103798_103801,https://serbian.wikibase.cloud/entity/Q33,Pronoun,,
https://serbian.wikibase.cloud/entity/Q365,103804,се,SRP18520.txt#offset_103802_103804,https://serbian.wikibase.cloud/entity/Q36,Particle,,
https://serbian.wikibase.cloud/entity/Q366,103902,:,SRP18520.txt#offset_103901_103902,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q367,103901,проговорила,SRP18520.txt#offset_103890_103901,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q368,103905,„,SRP18520.txt#offset_103904_103905,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q369,103907,Ах,SRP18520.txt#offset_103905_103907,https://serbian.wikibase.cloud/entity/Q32,Interjection,,
https://serbian.wikibase.cloud/entity/Q370,104005,“,SRP18520.txt#offset_104004_104005,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q341,103055,треће,SRP18520.txt#offset_103050_103055,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q342,103215,.,SRP18520.txt#offset_103214_103215,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q343,103214,зидовима,SRP18520.txt#offset_103206_103214,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q344,103222,Према,SRP18520.txt#offset_103217_103222,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q345,103230,постељи,SRP18520.txt#offset_103223_103230,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q346,103374,.,SRP18520.txt#offset_103373_103374,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q347,103373,постељом,SRP18520.txt#offset_103365_103373,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q348,103377,С,SRP18520.txt#offset_103376_103377,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q349,103383,десне,SRP18520.txt#offset_103378_103383,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q350,103530,.,SRP18520.txt#offset_103529_103530,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q351,103529,первазом,SRP18520.txt#offset_103521_103529,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q352,103537,Према,SRP18520.txt#offset_103532_103537,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q353,103543,овоме,SRP18520.txt#offset_103538_103543,https://serbian.wikibase.cloud/entity/Q26,Determiner,,
https://serbian.wikibase.cloud/entity/Q354,103600,.,SRP18520.txt#offset_103599_103600,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q355,103599,Долче,SRP18520.txt#offset_103594_103599,https://serbian.wikibase.cloud/entity/Q27,Proper Noun,,
https://serbian.wikibase.cloud/entity/Q356,103606,Пред,SRP18520.txt#offset_103602_103606,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q357,103613,иконом,SRP18520.txt#offset_103607_103613,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q358,103652,.,SRP18520.txt#offset_103651_103652,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q359,103651,кандилу,SRP18520.txt#offset_103644_103651,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q360,103656,Та,SRP18520.txt#offset_103654_103656,https://serbian.wikibase.cloud/entity/Q26,Determiner,,
https://serbian.wikibase.cloud/entity/Q371,104004,.,SRP18520.txt#offset_104003_104004,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q372,104008,И,SRP18520.txt#offset_104007_104008,https://serbian.wikibase.cloud/entity/Q24,Coordinating Conjunction,,
https://serbian.wikibase.cloud/entity/Q373,104014,после,SRP18520.txt#offset_104009_104014,https://serbian.wikibase.cloud/entity/Q30,Adposition,,
https://serbian.wikibase.cloud/entity/Q374,104102,.,SRP18520.txt#offset_104101_104102,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q375,104101,прислони,SRP18520.txt#offset_104093_104101,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q376,104108,Тиха,SRP18520.txt#offset_104104_104108,https://serbian.wikibase.cloud/entity/Q31,Adjective,,
https://serbian.wikibase.cloud/entity/Q377,104111,је,SRP18520.txt#offset_104109_104111,https://serbian.wikibase.cloud/entity/Q35,Auxiliary Verb,,
https://serbian.wikibase.cloud/entity/Q378,104208,.,SRP18520.txt#offset_104207_104208,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q379,104207,умро,SRP18520.txt#offset_104203_104207,https://serbian.wikibase.cloud/entity/Q22,Verb,,
https://serbian.wikibase.cloud/entity/Q380,104211,А,SRP18520.txt#offset_104210_104211,https://serbian.wikibase.cloud/entity/Q25,Residual,,
https://serbian.wikibase.cloud/entity/Q381,104216,Ружа,SRP18520.txt#offset_104212_104216,https://serbian.wikibase.cloud/entity/Q27,Proper Noun,,
https://serbian.wikibase.cloud/entity/Q382,104468,.,SRP18520.txt#offset_104467_104468,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
https://serbian.wikibase.cloud/entity/Q383,104467,свет,SRP18520.txt#offset_104463_104467,https://serbian.wikibase.cloud/entity/Q29,Common Noun,,
https://serbian.wikibase.cloud/entity/Q394,10466,“,SRP18520.txt#offset_10465_10466,https://serbian.wikibase.cloud/entity/Q23,Punctuation,,
